fulcrum_id,status,project,latitude,longitude,name_of_investigator,date,general_notes,assessment_type,sampling_method,overall_photos_front_left_right_back,overall_photos_front_left_right_back_caption,overall_photos_front_left_right_back_url,detailed_photos,detailed_photos_caption,detailed_photos_url,audio,audio_caption,audio_url,overall_damage_notes,hazards_present,wind_damage_rating,surge_damage_rating,rainwater_ingress_damage_rating,damage_indicator,degree_of_damage,attribute_notes,address_sub_thoroughfare,address_thoroughfare,address_suite,address_locality,address_sub_admin_area,address_admin_area,address_postal_code,address_country,address_full,occupancy,number_of_stories,understory_pct_of_building_footprint,first_floor_elevation_feet,year_built,roof_shape,roof_slope,front_elevation_orientation,structural_notes,building_type,foundation_type,wall_anchorage_type,wall_substrate,wall_cladding,soffit_type,fenestration_protection,fenestration_protection_type,large_door_present,large_door_opening_location,large_door_opening_type_,roof_system,r2wall_attachment,r2w_attachment_type,roof_substrate_type,roof_cover,secondary_water_barrier,overhang_length,parapet_height_inches,wind_damage_details,roof_structure_damage_,roof_substrate_damage,roof_cover_damage_,wall_structure_damage_,wall_substrate_damage_,building_envelope_damage_,_damaged_windows,_damaged_doors,location_of_damaged_fenestration,large_door_failure,soffit_damage,fascia_damage_,stories_with_damage,water_induced_damage_notes,percent_of_building_footprint_eroded,_damage_to_understory,maximum_scour_depth_inches,_piles_missing_or_collapsed,_piles_leaning_or_broken,cause_of_foundation_damage,reroof_year,retrofit_type_1,retrofit_1_year,retrofit_type_2,retrofit_2_year,data_librarians,qc_progress_code,qc_notes
e01c4d81-d84e-47c2-a5ea-e546ea9c147a,1,Hurricane Laura (2020),30.175482,-93.151496,Hadiah Rawajfih,2020-09-02,,Remote,"Unbiased,Within a cluster","1d509554-5228-4933-8439-454eb1d6494c,bb9dc5c8-e816-40ef-91be-47d4c3de030f,47b1c1f4-e268-4b91-9ed9-6674d4a7c22c",",,",https://web.fulcrumapp.com/photos/view?photos=1d509554-5228-4933-8439-454eb1d6494c%2Cbb9dc5c8-e816-40ef-91be-47d4c3de030f%2C47b1c1f4-e268-4b91-9ed9-6674d4a7c22c,,,,,,,,Wind,1,,-1,,,,3234,Finwood Dr,,Lake Charles,Calcasieu,LA,70607,USA,3234 Finwood Dr Lake Charles Calcasieu LA 70607 USA,"Residential,Single family",1,,0,2020,Gable/Hip Combo,40,0,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Vinyl,None,None,yes,Front,Double garage door (unknown),"""Wood, rafter""",Metal ties,H2.5 or equivalent,Plywood/OSB,Asphalt shingles (laminated),None,12,,,0,0,1,0,0,0,0,0,,None,2,0,1,,,,,,,,,,,,,"HZR, LMR",3,No view of back available.
19c982c9-6f97-4e37-a1de-04e7d91dbbbf,2,Hurricane Laura (2020),30.17544,-93.151292,Hadiah Rawajfih,2020-09-02,,Remote,"Unbiased,Within a cluster","0a481a5b-da6b-4563-85a9-c07bf4508d63,578b29f0-79ea-4e5a-ad2d-50f8d0742ca6,e44024ba-24dc-4693-992c-da8651616b92",",,",https://web.fulcrumapp.com/photos/view?photos=0a481a5b-da6b-4563-85a9-c07bf4508d63%2C578b29f0-79ea-4e5a-ad2d-50f8d0742ca6%2Ce44024ba-24dc-4693-992c-da8651616b92,,,,,,,,Wind,2,,-1,,,,3238,Finwood Dr,,Lake Charles,Calcasieu,LA,70607,USA,3238 Finwood Dr Lake Charles Calcasieu LA 70607 USA,"Residential,Single family",1,,0,2020,Gable/Hip Combo,39,0,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Vinyl,None,None,yes,Front,Double garage door (unknown),"""Wood, rafter""",Metal ties,H2.5 or equivalent,Plywood/OSB,Asphalt shingles (laminated),None,12,,,0,0,0,0,0,0,0,0,,None,,25,1,,,,,,,,,,,,,"HZR,DBF",3,
a20f023c-dd44-465b-a0ce-1b27d271b161,1,Hurricane Laura (2020),30.17537,-93.151072,Hadiah Rawajfih,2020-09-02,,Remote,"Unbiased,Within a cluster","b5a7fe62-858c-4df8-91c7-aa60af818ece,7dd13f17-3d24-4173-a6aa-9e3cb8bb11e7,6b62e81e-f868-4bad-a944-8127c176fa30",",,",https://web.fulcrumapp.com/photos/view?photos=b5a7fe62-858c-4df8-91c7-aa60af818ece%2C7dd13f17-3d24-4173-a6aa-9e3cb8bb11e7%2C6b62e81e-f868-4bad-a944-8127c176fa30,,,,,,,,Wind,1,,-1,,,,3242,Finwood Dr,,Lake Charles,Calcasieu,LA,70607,USA,3242 Finwood Dr Lake Charles Calcasieu LA 70607 USA,"Residential,Single family",1,,0,2020,Hip,24,15,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Vinyl,None,None,yes,Left,Double garage door (unknown),"""Wood, rafter""",Metal ties,H2.5 or equivalent,Plywood/OSB,Asphalt shingles (laminated),None,12,,,0,0,5,0,0,0,0,0,,None,,0,1,,,,,,,,,,,,,HZR,3,
5fa0de49-a29c-40fb-a252-e59188d0cd25,2,Hurricane Laura (2020),30.175352,-93.150853,Hadiah Rawajfih,2020-09-02,,Remote,"Unbiased,Within a cluster","147a2b80-78ff-4eee-811f-364a28e273be,3740f200-6153-47d8-946e-650aa922b26c,1c598b26-26c6-4c97-bd65-fec8caba775a",",,",https://web.fulcrumapp.com/photos/view?photos=147a2b80-78ff-4eee-811f-364a28e273be%2C3740f200-6153-47d8-946e-650aa922b26c%2C1c598b26-26c6-4c97-bd65-fec8caba775a,,,,,,,,Wind,2,,-1,,,,3246,Finwood Dr,,Lake Charles,Calcasieu,LA,70607,USA,3246 Finwood Dr Lake Charles Calcasieu LA 70607 USA,"Residential,Single family",1,,0,2020,Hip,40,0,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Vinyl,None,None,yes,Left,Double garage door (unknown),"""Wood, rafter""",Metal ties,H2.5 or equivalent,Plywood/OSB,Asphalt shingles (laminated),None,12,,Garage door blown out.,0,1,1,0,0,0,0,0,,Left,5,2,1,,,,,,,,,,,,,HZR,3,
8db53be7-84ed-4f9a-841a-c007caf321f9,1,Hurricane Laura (2020),30.175338,-93.150622,Hadiah Rawajfih,2020-09-02,,Remote,"Unbiased,Within a cluster","8d984eb8-1d2e-40b6-9ed0-351bdc98b1dd,b48fffe8-6721-488c-9c4e-1ee1478e88d3,d32c8b70-3d27-4826-b598-008480465022",",,",https://web.fulcrumapp.com/photos/view?photos=8d984eb8-1d2e-40b6-9ed0-351bdc98b1dd%2Cb48fffe8-6721-488c-9c4e-1ee1478e88d3%2Cd32c8b70-3d27-4826-b598-008480465022,,,,,,,,Wind,1,,-1,,,,3250,Finwood Dr,,Lake Charles,Calcasieu,LA,70607,USA,3250 Finwood Dr Lake Charles Calcasieu LA 70607 USA,"Residential,Single family",1,,0,2020,Gable/Hip Combo,35,0,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Vinyl,None,None,yes,Front,Double garage door (unknown),"""Wood, rafter""",Metal ties,H2.5 or equivalent,Plywood/OSB,Asphalt shingles (laminated),None,12,,,0,0,5,0,0,0,0,0,,None,,0,1,,,,,,,,,,,,,HZR,3,
5063074a-7994-433b-9cdc-36dfe8133539,1,Hurricane Laura (2020),30.175315,-93.150402,Hadiah Rawajfih,2020-09-02,,Remote,"Unbiased,Within a cluster","65d8f6dd-e6c3-4c90-8e28-22bfde15ae65,0a3765f9-3681-4370-91eb-21ac10cb3fb8,3ad83971-1af9-434d-a276-d478b223ec57",",,",https://web.fulcrumapp.com/photos/view?photos=65d8f6dd-e6c3-4c90-8e28-22bfde15ae65%2C0a3765f9-3681-4370-91eb-21ac10cb3fb8%2C3ad83971-1af9-434d-a276-d478b223ec57,,,,,,,,Wind,1,,-1,,,,3254,Finwood Dr,,Lake Charles,Calcasieu,LA,70607,USA,3254 Finwood Dr Lake Charles Calcasieu LA 70607 USA,"Residential,Single family",1,,0,2020,Gable/Hip Combo,35,0,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Vinyl,None,None,yes,Front,Double garage door (unknown),"""Wood, rafter""",Metal ties,H2.5 or equivalent,Plywood/OSB,Asphalt shingles (laminated),None,12,,Garage door blown out.,0,0,1,0,0,0,0,0,Front,Front,,0,1,,,,,,,,,,,,,HZR,3,
01cdb638-fa23-4d3b-9ca6-2025c6c0cd71,1,Hurricane Laura (2020),30.175264,-93.150187,Hadiah Rawajfih,2020-09-02,,Remote,"Unbiased,Within a cluster","b139a5c5-03c4-48c8-b147-6d7da0823784,48880f96-6589-46a6-be2d-707c1aaf9590,ac794217-b1b0-4ae6-a493-ddf7fd6b455a",",,",https://web.fulcrumapp.com/photos/view?photos=b139a5c5-03c4-48c8-b147-6d7da0823784%2C48880f96-6589-46a6-be2d-707c1aaf9590%2Cac794217-b1b0-4ae6-a493-ddf7fd6b455a,,,,,,,,Wind,1,,-1,,,,3258,Finwood Dr,,Lake Charles,Calcasieu,LA,70607,USA,3258 Finwood Dr Lake Charles Calcasieu LA 70607 USA,"Residential,Single family",1,,0,2020,Gable/Hip Combo,40,0,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Vinyl,None,None,yes,Front,Double garage door (unknown),"""Wood, rafter""",Metal ties,H2.5 or equivalent,Plywood/OSB,Asphalt shingles (laminated),None,12,,,0,0,1,0,0,0,0,0,,None,0,15,1,,,,,,,,,,,,,HZR,3,
9fbda5b9-16a6-4ffb-94ae-08ba36bfcce5,1,Hurricane Laura (2020),30.175254,-93.149967,Hadiah Rawajfih,2020-09-02,,Remote,"Unbiased,Within a cluster","5e3ff2a7-3fa2-409c-83ef-fa39de510b9d,ba4c40cf-c20e-44a7-b61e-baf1b6898ff3,09c41805-e1f6-4cbc-abf4-499d15531e7b",",,",https://web.fulcrumapp.com/photos/view?photos=5e3ff2a7-3fa2-409c-83ef-fa39de510b9d%2Cba4c40cf-c20e-44a7-b61e-baf1b6898ff3%2C09c41805-e1f6-4cbc-abf4-499d15531e7b,7e63c468-25da-4ff8-895b-919022b1b80c,post-Delta,https://web.fulcrumapp.com/photos/view?photos=7e63c468-25da-4ff8-895b-919022b1b80c,,,,"After Delta, garage door is buckled, yet was undamaged after Laura.",Wind,1,,-1,,,,3262,Finwood Dr,,Lake Charles,Calcasieu,LA,70607,USA,3262 Finwood Dr Lake Charles Calcasieu LA 70607 USA,"Residential,Single family",1,,0,2020,Gable/Hip Combo,35,0,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Vinyl,None,None,yes,Front,Double garage door (unknown),"""Wood, rafter""",Metal ties,H2.5 or equivalent,Plywood/OSB,Asphalt shingles (laminated),None,12,,Garage door buckled after Delta,0,0,1,0,0,0,0,0,,None,5,12,1,,,,,,,,,,,,,HZR,3,
a5e4d85f-c673-466a-b909-85a6bdaf2ca6,1,Hurricane Laura (2020),30.176219,-93.153283,Hadiah Rawajfih,2020-09-02,,Remote,"Unbiased,Within a cluster","56907853-b1c0-4ee6-ae29-9480787ebe49,3233f999-049c-4a5d-b944-6cd78d7753d8,d59d575d-1b68-41e7-8691-765def463e33,c9af210d-6995-422f-97d3-cb4b6c9adc02",",,,",https://web.fulcrumapp.com/photos/view?photos=56907853-b1c0-4ee6-ae29-9480787ebe49%2C3233f999-049c-4a5d-b944-6cd78d7753d8%2Cd59d575d-1b68-41e7-8691-765def463e33%2Cc9af210d-6995-422f-97d3-cb4b6c9adc02,,,,,,,,Wind,1,,-1,,,,3203,Finwood Dr,,Lake Charles,Calcasieu,LA,70607,USA,3203 Finwood Dr Lake Charles Calcasieu LA 70607 USA,"Residential,Single family",1,,0,2019,Gable/Hip Combo,40,180,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Vinyl Siding (unknown)",Vinyl,None,None,yes,Left,Double garage door (unknown),"""Wood, rafter""",Metal ties,H2.5 or equivalent,Plywood/OSB,Asphalt shingles (laminated),None,12,,,0,0,5,0,0,0,0,0,,None,,0,1,,,,,,,,,,,,,HZR,3,
b4eb834d-d5e2-47db-89af-9089788b95c5,2,Hurricane Laura (2020),30.176131,-93.153052,Hadiah Rawajfih,2020-09-02,,Remote,"Unbiased,Within a cluster","6691941b-4be0-4c79-a436-a106044c16d1,5edc2318-23dd-4066-999c-156bc844f3e7,40c353c7-fe80-4653-8aee-062fe0485f45",",,",https://web.fulcrumapp.com/photos/view?photos=6691941b-4be0-4c79-a436-a106044c16d1%2C5edc2318-23dd-4066-999c-156bc844f3e7%2C40c353c7-fe80-4653-8aee-062fe0485f45,,,,,,,,Wind,2,,-1,,,,3207,Finwood Dr,,Lake Charles,Calcasieu,LA,70607,USA,3207 Finwood Dr Lake Charles Calcasieu LA 70607 USA,"Residential,Single family",1,,0,2019,Gable/Hip Combo,41,180,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Vinyl,None,None,yes,Front,Double garage door (unknown),"""Wood, rafter""",Metal ties,H2.5 or equivalent,Plywood/OSB,Asphalt shingles (laminated),None,12,,Garage door blown in.,0,1,3,0,0,0,0,0,,Front,15,2,1,,,,,,,,,,,,,"HZR,DBF",3,
